file_name,aspect_ratio,x_start_pct,y_start_pct,width_pct,height_pct,alt text,reason,score,similar_to
IMG_20181015_0207_Original.jpeg,2:1,10,30,80,40,Vintage Heineken bottle with sunglasses on concrete,"The crop tightens around the bottle and glasses, enhancing focus and symmetry.",8,
IMG_20181015_0222_Original.jpeg,3:4,30,5,40,90,Woman in red pants standing in a grassy field near barbed wire,Tall crop emphasizes the woman’s stance and vertical composition with field depth.,7,
IMG_20180919_0004_Original.jpeg,16:9,0,20,100,50,Scenic coastal town view through pine trees,Wide panoramic view framed naturally by the trees.,9,
IMG_20180919_0052_Original.jpeg,4:3,10,10,80,70,Man serving on a rooftop tennis court with spectators,Balanced crop frames the subject mid-action with context.,8,
IMG_20180919_0080_Original.jpeg,1:1,20,20,60,60,Birds on wire at dusk with pink sky,Square crop centralizes the bird subjects and simplifies the skyline.,7,
IMG_20180916_0002_Original.jpeg,5:4,20,10,60,80,Man hiding face with forearm in soft lighting,Framing centers the emotional moment with soft background.,6,
IMG_20180913_0016_Original.jpeg,3:2,0,0,100,90,Woman preparing barbecue while group dines in background,"Crop keeps action and ambiance, balancing foreground and background.",8,IMG_20180908_0013_Original.jpeg
IMG_20180917_0006_Original.jpeg,9:16,35,0,30,100,Mosque minaret silhouetted at sunset with warm tones,Vertical crop emphasizes minaret and golden lighting.,7,IMG_20180917_0010_Original.jpeg
IMG_20180917_0008_Original.jpeg,2:3,20,10,60,90,Planes flying over Beirut buildings with antennas,Vertical movement of planes captured along skyline for story feel.,9,IMG_20180917_0010_Original.jpeg
IMG_20180917_0010_Original.jpeg,2:1,0,10,100,50,Rooftop antennas in silhouette against golden sky,Wide panoramic format enhances skyline and antenna chaos.,9,IMG_20180917_0008_Original.jpeg
