file_name,aspect_ratio,x_start_pct,y_start_pct,width_pct,height_pct,alt text,reason,score,similar_to
IMG_20180916_0006_Original.jpeg,3:4,14,0,77,100,Vintage photo titled IMG 20180916 0006 Original,"Balanced composition focusing on the primary subject, using 3:4 for artistic framing.",9.0,
IMG_20180915_0093_Original.jpeg,1:2,8,9,83,87,Vintage photo titled IMG 20180915 0093 Original,"Balanced composition focusing on the primary subject, using 1:2 for artistic framing.",9.0,IMG_20180916_0006_Original.jpeg
IMG_20180915_0065_Original.jpeg,9:16,4,9,96,89,Vintage photo titled IMG 20180915 0065 Original,"Balanced composition focusing on the primary subject, using 9:16 for artistic framing.",9.5,IMG_20180916_0006_Original.jpeg
IMG_20180915_0068_Original.jpeg,3:4,1,19,90,78,Vintage photo titled IMG 20180915 0068 Original,"Balanced composition focusing on the primary subject, using 3:4 for artistic framing.",9.0,IMG_20180915_0065_Original.jpeg
IMG_20180915_0070_Original.jpeg,1:2,14,6,82,85,Vintage photo titled IMG 20180915 0070 Original,"Balanced composition focusing on the primary subject, using 1:2 for artistic framing.",9.5,IMG_20180916_0006_Original.jpeg
IMG_20180915_0072_Original.jpeg,2:3,18,1,77,95,Vintage photo titled IMG 20180915 0072 Original,"Balanced composition focusing on the primary subject, using 2:3 for artistic framing.",9.0,IMG_20180916_0006_Original.jpeg
IMG_20180915_0042_Original.jpeg,9:16,19,9,72,90,Vintage photo titled IMG 20180915 0042 Original,"Balanced composition focusing on the primary subject, using 9:16 for artistic framing.",8.0,IMG_20180915_0093_Original.jpeg
IMG_20180916_0015_Original.jpeg,2:3,17,8,81,92,Vintage photo titled IMG 20180916 0015 Original,"Balanced composition focusing on the primary subject, using 2:3 for artistic framing.",7.0,IMG_20180915_0065_Original.jpeg
IMG_20180914_0011_Original.jpeg,16:9,0,14,98,81,Vintage photo titled IMG 20180914 0011 Original,"Balanced composition focusing on the primary subject, using 16:9 for artistic framing.",9.0,IMG_20180916_0006_Original.jpeg
IMG_20181015_0309_Original.jpeg,4:3,4,15,94,83,Vintage photo titled IMG 20181015 0309 Original,"Balanced composition focusing on the primary subject, using 4:3 for artistic framing.",9.0,IMG_20180915_0093_Original.jpeg
