file_name,aspect_ratio,x_start_pct,y_start_pct,width_pct,height_pct,alt text,reason,score,similar_to
_DSC6496_Original.jpeg,3:2,20,10,60,80,Close-up of an Atlantic puffin on a rocky cliffside near the ocean,"Centered composition, strong contrast between puffin and background, keeps the puffin's body and facial expression clear.",9,
_DSC9420.jpeg,1:1,25,0,50,100,Side profile of a seagull with blue sky background,"Symmetrical crop for a clean minimalist look, emphasizes the sharp eye and beak against a clear sky.",8,_DSC9422_Original.jpeg
_DSC9422_Original.jpeg,2:3,35,0,30,100,Seagull in flight with wings fully extended and blue sky backdrop,"Vertical crop captures symmetry and form of the seagull in flight, creates a striking minimalist image.",8,_DSC9420.jpeg
_DSC9680.jpeg,16:9,0,25,100,50,Four young gulls standing on coastal rocks with city skyline in background,"Wide crop shows the relationship between wildlife and urban environment, with strong horizontal balance.",9,
DSC_4099_Original.jpeg,2:1,0,10,100,80,Two eagles soaring high in a clear blue sky,"Epic feel with wide frame to emphasize flight and freedom, minimalist sky enhances focus on the birds.",9,
DSC_4577_Original.jpeg,4:3,0,0,100,100,Thick-billed raven perched on a mossy tree branch in dark forest,"Full scene maintained for storytelling, moody lighting draws eye to the raven's form and surroundings.",9,"DSC_4580_Original.jpeg,DSC_4581_Original.jpeg"
DSC_4580_Original.jpeg,3:2,10,10,80,80,Thick-billed raven in mid-flight under dramatic cloudy sky,"Balanced crop to include wing spread and sky contrast, dramatic and dynamic.",8,"DSC_4577_Original.jpeg,DSC_4581_Original.jpeg"
DSC_4581_Original.jpeg,5:4,10,20,80,70,Thick-billed raven flying into dark moody forest landscape,"Close, cinematic crop emphasizes mystery and focus on the bird's movement into darkness.",8,"DSC_4577_Original.jpeg,DSC_4580_Original.jpeg"
DSC02202.jpeg,2:3,25,0,50,100,Seagull flying with wings stretched wide against deep blue sky,Symmetrical and vertical crop captures elegance and grace in a clean composition.,8,_DSC9422_Original.jpeg
DSC02529.jpeg,16:9,0,20,100,60,Two herons flying across a partly cloudy blue sky,"Wide crop shows motion and interaction between the two birds, placed dynamically in negative space.",8,
